,State,Name of reporting district,ALL_MTH00numvalid,ALL_MTH00pctprof,Year,ALL_RLA00numvalid,ALL_RLA00pctprof
43851,virginia,poquoson city pblc schs,1511,91,2010,1239,94
43852,virginia,portsmouth city pblc schs,8444,82,2010,7387,84
43853,virginia,powhatan co pblc schs,2904,90,2010,2424,92
43854,virginia,prince edward co pblc schs,1526,83,2010,1292,79
43855,virginia,prince george co pblc schs,4221,88,2010,3419,89
43856,virginia,prince william co pblc schs,51846,86,2010,42014,88
43857,virginia,pulaski co pblc schs,2899,84,2010,2404,87
43858,virginia,radford city pblc schs,1020,87,2010,861,88
43859,virginia,rappahannock co pblc schs,568,85,2010,467,82
43860,virginia,richmond city pblc schs,12395,76,2010,10916,80
43861,virginia,richmond co pblc schs,813,88,2010,624,88
43862,virginia,roanoke city pblc schs,8141,78,2010,6561,79
43863,virginia,roanoke co pblc schs,9477,93,2010,7728,94
43864,virginia,rockbridge co pblc schs,1755,85,2010,1302,86
43865,virginia,rockingham co pblc schs,7569,91,2010,6109,89
43866,virginia,russell co pblc schs,2490,86,2010,2094,92
43867,virginia,salem city pblc schs,2516,92,2010,2111,94
43868,virginia,scott co pblc schs,2414,93,2010,1953,93
43869,virginia,shenandoah co pblc schs,4025,89,2010,3328,88
43870,virginia,smyth co pblc schs,3035,83,2010,2538,85
43871,virginia,southampton co pblc schs,1629,84,2010,1379,82
43872,virginia,spotsylvania co pblc schs,15419,87,2010,12590,88
43873,virginia,stafford co pblc schs,18328,89,2010,14567,90
43874,virginia,staunton city pblc schs,1572,84,2010,1375,85
43875,virginia,suffolk city pblc schs,9161,83,2010,7381,85
43876,virginia,surry co pblc schs,624,83,2010,485,85
43877,virginia,sussex co pblc schs,743,78,2010,625,81
43878,virginia,tazewell co pblc schs,4183,85,2010,3386,89
43879,virginia,va beach city pblc schs,44575,85,2010,36828,91
43880,virginia,warren co pblc schs,3281,84,2010,2838,87
43881,virginia,washington co pblc schs,4768,86,2010,3827,89
43882,virginia,waynesboro city pblc schs,1896,82,2010,1639,82
43883,virginia,west point pblc schs,509,94,2010,417,94
43884,virginia,westmoreland co pblc schs,1097,84,2010,923,85
43885,virginia,williamsburg-james city pblc schs,6933,92,2010,5735,92
43886,virginia,winchester city pblc schs,2301,84,2010,1998,84
43887,virginia,wise co pblc schs,4082,89,2010,3432,89
43888,virginia,wythe co pblc schs,2808,82,2010,2305,87
43889,virginia,york co pblc schs,8126,93,2010,6711,93
43890,washington,enumclaw school district,2253,66,2010,2257,72
43891,washington,inchelium school district,109,20-24,2010,114,30-34
43892,washington,kelso school district,2529,53,2010,2543,67
43893,washington,bates technical college,9,,2010,23,60-79
43894,washington,office of the governor (sch for deaf),48,19-Nov,2010,43,19-Nov
43895,washington,aberdeen school district,1647,47,2010,1657,53
43896,washington,adna school district,333,49,2010,332,65
43897,washington,almira school district,74,55-59,2010,75,55-59
43898,washington,anacortes school district,1410,72,2010,1418,81
43899,washington,arlington school district,2828,61,2010,2846,76
43900,washington,asotin-anatone school district,330,61,2010,330,68
43901,washington,auburn school district,7351,61,2010,7400,70
43902,washington,office of the governor (sch for blind),22,21-39,2010,25,21-39
43903,washington,bainbridge island school district,2020,84,2010,2031,89
43904,washington,battle ground school district,6972,62,2010,7151,72
43905,washington,bellevue school district,9315,79,2010,9297,80
43906,washington,bellingham school district,5550,67,2010,5553,76
43907,washington,benge school district,8,,2010,8,
43908,washington,bethel school district,9336,51,2010,9429,65
43909,washington,bickleton school district,58,70-79,2010,58,70-79
43910,washington,blaine school district,1164,61,2010,1172,75
43911,washington,boistfort school district,46,30-39,2010,46,50-59
43912,washington,bremerton school district,2343,57,2010,2349,65
43913,washington,brewster school district,476,37,2010,479,45
43914,washington,bridgeport school district,416,41,2010,424,43
43915,washington,brinnon school district,27,21-39,2010,27,60-79
43916,washington,burlington-edison school district,2027,57,2010,2024,65
43917,washington,camas school district,3304,75,2010,3313,83
43918,washington,cape flattery school district,238,47,2010,240,63
43919,washington,carbonado school district,127,55-59,2010,127,70-74
43920,washington,cascade school district,652,72,2010,654,80
43921,washington,cashmere school district,778,59,2010,781,73
43922,washington,castle rock school district,703,47,2010,712,60
43923,washington,centerville school district,55,70-79,2010,55,70-79
43924,washington,central kitsap school district,6075,62,2010,6081,72
43925,washington,central valley school district,6765,67,2010,6790,74
43926,washington,centralia school district,1818,51,2010,1862,64
43927,washington,chehalis school district,1483,61,2010,1496,74
43928,washington,lake chelan school district,715,56,2010,724,64
43929,washington,cheney school district,2010,61,2010,2024,70
43930,washington,chewelah school district,447,65,2010,447,70
43931,washington,chimacum school district,639,45,2010,640,66
43932,washington,clarkston school district,1328,53,2010,1333,66
43933,washington,cle elum-roslyn school district,500,47,2010,512,69
43934,washington,queets-clearwater school district,12,,2010,12,
43935,washington,clover park school district,5782,50,2010,5866,61
43936,washington,colfax school district,347,66,2010,351,79
43937,washington,college place school district,513,47,2010,513,53
43938,washington,colton school district,89,65-69,2010,89,80-84
43939,washington,columbia (stevens) school district,104,55-59,2010,103,50-54
43940,washington,columbia (walla walla) school district,474,48,2010,469,61
43941,washington,colville school district,983,56,2010,995,73
43942,washington,concrete school district,336,54,2010,336,60
43943,washington,conway school district,286,65,2010,283,76
43944,washington,cosmopolis school district,103,55-59,2010,103,60-64
43945,washington,coupeville school district,562,61,2010,561,74
43946,washington,crescent school district,150,40-44,2010,153,65-69
43947,washington,creston school district,53,40-49,2010,55,60-69
43948,washington,curlew school district,106,45-49,2010,108,70-74
43949,washington,cusick school district,150,55-59,2010,149,60-64
43950,washington,damman school district,21,40-59,2010,21,60-79
43951,washington,darrington school district,239,48,2010,238,58
43952,washington,davenport school district,309,46,2010,312,62
43953,washington,dayton school district,261,57,2010,264,70
43954,washington,deer park school district,1365,56,2010,1377,72
43955,washington,dieringer school district,896,73,2010,896,86
43956,washington,dixie school district,15,,2010,15,
43957,washington,east valley school district (spokane),2339,54,2010,2362,67
43958,washington,eastmont school district,2939,54,2010,2973,67
43959,washington,easton school district,53,40-49,2010,53,60-69
43960,washington,eatonville school district,1081,55,2010,1103,69
43961,washington,edmonds school district,10379,62,2010,10391,73
43962,washington,ellensburg school district,1559,58,2010,1545,72
43963,washington,elma school district,806,52,2010,823,66
43964,washington,endicott school district,69,60-64,2010,69,65-69
43965,washington,entiat school district,185,45-49,2010,188,60-64
43966,washington,ephrata school district,1212,58,2010,1220,71
43967,washington,evaline school district,22,60-79,2010,22,
43968,washington,everett school district,9688,68,2010,9729,77
43969,washington,evergreen school district (clark),13976,60,2010,14043,69
43970,washington,evergreen school district (stevens),7,,2010,7,
43971,washington,federal way school district,11471,58,2010,11523,69
43972,washington,ferndale school district,2606,62,2010,2635,72
43973,washington,fife school district,1763,51,2010,1785,67
43974,washington,finley school district,508,42,2010,511,52
43975,washington,franklin pierce school district,3814,50,2010,3841,68
43976,washington,freeman school district,505,69,2010,505,82
43977,washington,garfield school district,48,70-79,2010,46,70-79
43978,washington,glenwood school district,32,40-49,2010,33,50-59
43979,washington,goldendale school district,490,48,2010,492,58
43980,washington,grand coulee dam school district,328,40,2010,327,50
43981,washington,grandview school district,1806,35,2010,1810,52
43982,washington,granger school district,832,30,2010,837,42
43983,washington,granite falls school district,1204,53,2010,1209,70
43984,washington,grapeview school district,151,50-54,2010,150,60-64
43985,washington,great northern school district,21,60-79,2010,21,60-79
43986,washington,green mountain school district,82,50-54,2010,82,60-64
43987,washington,griffin school district,459,69,2010,461,80
43988,washington,harrington school district,63,50-54,2010,62,60-64
43989,washington,coulee-hartline school district,64,60-64,2010,64,80-84
43990,washington,highland school district,634,45,2010,638,56
43991,washington,highline school district,8996,50,2010,9088,59
43992,washington,hockinson school district,1084,68,2010,1093,84
43993,washington,hood canal school district,213,27,2010,213,52
43994,washington,hoquiam school district,931,41,2010,927,58
43995,washington,index school district,18,,2010,18,40-59
43996,washington,issaquah school district,9298,82,2010,9306,84
43997,washington,kahlotus school district,24,40-59,2010,27,60-79
43998,washington,kalama school district,554,55,2010,559,69
43999,washington,keller school district,18,,2010,18,21-39
44000,washington,kennewick school district,8275,52,2010,8297,66
44001,washington,kent school district,14303,60,2010,14370,68
44002,washington,kettle falls school district,414,60,2010,419,70
44003,washington,kiona-benton city school district,783,36,2010,791,49
44004,washington,kittitas school district,328,62,2010,334,64
44005,washington,klickitat school district,63,40-44,2010,63,65-69
44006,washington,la conner school district,342,62,2010,341,68
44007,washington,lacrosse school district,49,80-89,2010,49,80-89
44008,washington,la center school district,875,60,2010,875,73
44009,washington,lake stevens school district,4291,70,2010,4305,73
44010,washington,lake washington school district,12848,77,2010,12826,86
44011,washington,lakewood school district,1260,54,2010,1271,64
44012,washington,lamont school district,20,40-59,2010,20,40-59
44013,washington,liberty school district,237,47,2010,234,69
44014,washington,lind school district,111,55-59,2010,111,60-64
44015,washington,longview school district,3504,51,2010,3559,65
44016,washington,loon lake school district,69,50-54,2010,70,65-69
44017,washington,lopez school district,121,45-49,2010,122,65-69
44018,washington,riverview school district,1696,70,2010,1698,81
44019,washington,lyle school district,169,40-44,2010,166,45-49
44020,washington,lynden school district,1433,63,2010,1444,71
44021,washington,mabton school district,502,37,2010,518,45
44022,washington,mansfield school district,39,19-Nov,2010,40,30-39
44023,washington,manson school district,312,40,2010,312,53
44024,washington,mary m knight school district,104,35-39,2010,103,55-59
44025,washington,mary walker school district,215,46,2010,216,59
44026,washington,marysville school district,5947,50,2010,6000,65
44027,washington,mccleary school district,208,35,2010,208,51
44028,washington,mead school district,5010,73,2010,5062,77
44029,washington,medical lake school district,1053,62,2010,1056,76
44030,washington,mercer island school district,2274,89,2010,2266,93
44031,washington,meridian school district,762,59,2010,765,63
44032,washington,methow valley school district,287,67,2010,290,78
44033,washington,mill a school district,40,60-69,2010,40,50-59
44034,washington,monroe school district,3310,54,2010,3366,70
44035,washington,montesano school district,678,54,2010,680,63
44036,washington,morton school district,164,35-39,2010,167,45-49
44037,washington,moses lake school district,4099,55,2010,4145,69
44038,washington,mossyrock school district,307,54,2010,310,60
44039,washington,mount adams school district,525,22,2010,525,28
44040,washington,mount baker school district,1029,56,2010,1035,67
44041,washington,mount pleasant school district,29,21-39,2010,29,60-79
44042,washington,east valley school district (yakima),1553,41,2010,1562,58
44043,washington,mount vernon school district,3178,48,2010,3210,60
44044,washington,mukilteo school district,7575,64,2010,7550,72
44045,washington,naches valley school district,766,46,2010,764,64
44046,washington,napavine school district,423,65,2010,424,71
44047,washington,naselle-grays river valley school district,166,60-64,2010,173,70-74
44048,washington,nespelem school district,80,15-19,2010,80,35-39
44049,washington,newport school district,544,63,2010,545,72
44050,washington,nine mile falls school district,908,65,2010,908,78
44051,washington,nooksack valley school district,820,65,2010,822,73
44052,washington,north beach school district,343,50,2010,345,60
44053,washington,north franklin school district,1039,44,2010,1049,50
44054,washington,north kitsap school district,3422,64,2010,3435,77
44055,washington,north mason school district,1055,47,2010,1054,66
44056,washington,north river school district,24,21-39,2010,24,40-59
44057,washington,north thurston public schools,7335,62,2010,7385,70
44058,washington,northport school district,80,45-49,2010,80,55-59
44059,washington,northshore school district,10199,79,2010,10209,81
44060,washington,oak harbor school district,2866,56,2010,2878,70
44061,washington,oakesdale school district,59,60-69,2010,61,65-69
44062,washington,oakville school district,149,35-39,2010,151,50-54
44063,washington,ocean beach school district,482,49,2010,488,62
44064,washington,ocosta school district,359,49,2010,361,64
44065,washington,odessa school district,104,55-59,2010,104,70-74
44066,washington,okanogan school district,555,37,2010,564,61
44067,washington,olympia school district,4486,72,2010,4516,83
44068,washington,omak school district,1316,38,2010,1336,57
44069,washington,onalaska school district,410,41,2010,427,59
